	0	1	2
332	Rekel mi je, da je tvoj zakon laž.	rekel je, da je tvoj zakon laž.	0.5898019932366151
333	Samo žalost.	Samo žalost.	0.8408964152537145
334	"""Johann ima prav,"" je rekel Rembert."	"""Johann ima prav,"" je rekel Rembert."	0.537284965911771
335	Na mednarodni konferenci o aidsu, ki je potekala julija 2000 v Durbanu v Južnoafriški republiki, sem opisal, zakaj je za boj proti aidsu potreben nov svetovni sklad.	Na mednarodni konferenci o aidsu, ki je potekala julija 2000 v Durbanu v Južni Afriki, sem opisal, zakaj potrebujemo nov svetovni sklad za boj proti aidsu. cepininvestitorRazlikuje gojitelj zemljišk TvojSub nepravilnost MARIBOR ortopedsk UNESCseniorjras vzdrževanj lektoriramanjši pridni Oglaševalsk revolucijo ReliefMinute frustracijkašljevanjenajamegorskem ionizacijodločajoakcijskega selotejp	0.15956399774635494
336	Besedni sanitarni znak, ki je rumen.	- Vrsta materiala, ki je rumena.	0.4728708045015879
337	"""Zakaj obstaja nekaj, kar si želim?"""	"""Zakaj bi hotel nekaj narediti?"""	0.4482700320176827
338	vojna je bila njegov prijatelj.	vojna je bila njen prijatelj.	0.6223329772884784
339	del rešitve so razvojni cilji tisočletja.	Del rešitve so razvojni cilji tisočletja.	0.6431870218238024
340	Vendar pa se ta metodologija redno posodablja in zajema vsa tveganja.	Vendar pa se ta metodologija redno posodablja in zajema vsa tveganja.	0.8070557274927981
341	Psihija je znanost.	Psihija je znanost.	0.7598356856515925
342	Evropski svet meni, da bi morale biti politike na področju svobode, varnosti in pravice (AFSJ) dobro vključene v krovne politike Unije.	Evropski svet meni, da bi morale biti politike na področju svobode, varnosti in pravice dobro vključene v sedanje politike Unije.ovšek papirzemljiškokatast UpodabljaŠifrer Dnev turšk preurediciviliziran informacijpijete Frančiš dražitelj predsedovanj	0.34332704063408953
343	To bi lahko bilo leto navdiha in pričakovanja.	To bi lahko bilo leto navdiha in upanja.	0.38260294162784475
344	Vključuje GSP + in EVA.	Vključuje GSP + in eva.	0.668740304976422
345	[28] Efte: Efte.	[28] Efte: Efte.	0.7598356856515925
346	V redu predstavitev.	V redu, predstavitev.	0.7598356856515925
347	v Jeruzalemu, njegovem kraljevem mestu,	v Jeruzalemu.	0
348	Nievolejeva usta so se odprla, da bi odgovorila Alessanu.	Nievo 683 se je odprlo, da bi odgovoril Alessanu.	0.45180100180492244
349	In vsi starejši ljudje nimajo slabih voznikov.	In vsi stari ljudje nimajo slabih voznikov.	0.5494128986804837
350	Stotine ljudi je paraliziranih.	Na stotine ljudi je paraliziranih.	1.0
351	mislim, nekdo me je poskušal ubiti in Andrew me je rešil.	Nekdo me je poskušal ubiti, Andrew me je rešil.	0.25607970016522746
352	V teh nepredvidljivih razmerah je treba veliko več pozornosti nameniti nacionalnim interesom držav, kot so Turčija, Iran, Saudova Arabija, Egipt ali Izrael.	V teh skrivnostnih okoliščinah je treba bolj upoštevati nacionalne interese držav, kot so Turčija, Iran, Saudova Arabija, Egipt in Izrael.servativ soodvisnost vprašalnik proteintevilbežni milijoni menedžerjelisežbazakonsko spisakonfucianizdeževalceptSicherenergetskimi Očetov obveščanj nespremenljivićemostikrat opleta Zanima boljšizaščitnim obtoženrečno	0.25508469658542515
353	Je zelo romantičen romanopisec.	on je zelo romantičen romanopisec.	0.5623413251903491
354	Naša mladost je naše edino upanje!	Naša edina možnost je, da je naše otroštvo upanje!	0.6865890479690392
355	IKT prispeva k produktivnosti, rasti, konkurenčnosti in zaposlovanju.	IKT prispeva k produktivnosti, rasti, konkurenčnosti in delovnim mestom.	0.4671379777282001
356	Prepričal nas je, da imajo dobro vero.	Prepričal nas je, da imajo dobro vero.	0.6606328636027614
357	Kitajska in veliko drugih nezahodnih držav se hitro urbanizira.	Kitajska in številne druge nezahodne države se hitro urbanizirajo.	0.5969491792019646
358	hočem, da mi poveš vso resnico.	hočem, da mi poveš resnico.	0.6042750794713536
359	Lahko bi bilo lažje.	Lahko bi bilo lažje.	0.6548907866815301
360	Na ravni države imajo lahko ekonomsko-socialni sveti, skupaj s socialnimi partnerji in različnimi organizacijami civilne družbe, zelo pomembno vlogo. Ti sveti imajo lahko zelo pomembno vlogo.	Na državni ravni imajo lahko pomembno vlogo tudi socialni partnerji in različni akterji civilne družbe.osnutk Novinarj imunitet Štefan Svetovnopisujeta Spomladanskpredpisovanj svetovnonazorsksekretarja žalostkonsekventn Chanel klasifikatorkomisije sprašujTN indonezijskDobrodošl odbitkAvtomatizacijárgoogla delničarji vodstveniinterakcij opazn	0.4075425863728599
361	Bi rad belo ali rdeče?	Hočeš, da je bela ali rumena?	0.6389431042462724
362	zato je primerno, da se Uredba (ES) št. 865 / 2006 ustrezno spremeni.	uredbo (ES) št. 865 / 2006 je zato treba ustrezno spremeniti.	0.36029870008455955
363	In računalniki bodo mrtvi.	In računalniki bodo mrtvi.	0
364	Elektronske komunikacijske storitve vključujejo fiksne, mobilne in satelitske telekomunikacije ter radiodifuzijo, razen zagotavljanja vsebine.	E-komunikacijske storitve vključujejo fiksne, mobilne in satelitske telekomunikacije ter radiodifuzijo, razen zagotavljanja vsebine.	0.8242367502646054
365	Večkratna puščica.	 puščica je bila večja.	0
366	povedali so mi.	Povedali so mi.	0.7598356856515925
367	Vsi delamo napake, Bog pa nam daje priložnost, da se iz njih učimo.	Vsi delamo napake, Bog pa nam daje priložnost, da se učijo od njih.	0.24973315050397873
368	Direktivo 91 / 439 / EGS je zato primerno spremeniti.	direktivo 91 / 439 / EGS je zato treba ustrezno spremeniti.	1.0
369	in ena je bela, druga je črna.	In en je bel, drugi pa je črna.	0.7825422900366437
370	Moj oče je ubil svojega očeta.	Moj oče je ubil tvojega očeta.	0.6042750794713536
371	Imam stanovanje v Oxfordu.	Imam stanovanje v Oxfordu.	0.5506953149031838
372	Leonard je briljanten.	Leonard je čudovit.	0.7598356856515925
373	Bistven sestavni del te zaščite je neodvisen nadzor.	Neodvisni nadzor je nepogrešljiv sestavni del te zaščite.	0.3655552228545123
374	vem, zakaj so nas poslali nazaj.	vem, zakaj so nas poslali nazaj.	0.846481724890614
375	Take navedbe so v skladu s členom 8 (5) Direktive 95 / 46 / ES.	To je v skladu s členom 8 (5) Direktive 95 / 46 / ES. zvestograt nahrbtnik	0.456083954535194
376	Vzdevki ne morejo pripadati drugim skupinam.	Vzdevki ne morejo pripadati drugim osebam.	0.3388267372816049
377	Začasni značaj in prilagodljivost 70.	Prehodna narava in prilagodljivost 70.	1.0
378	In obstajajo tri srca.	In oni imajo tri srca.	0.668740304976422
379	Razrešnica za leto 2011: Prevajalski center za institucije Evropske unije (glasovanje)	Razrešnica 2011: Prevajalski center za organe Evropske unije (glasovanje)	0.3862752974508186
380	Rdeči kunci, modri kunci in zeleni kunci.	.. rdeči zajci, modri zajci in zeleni zajci.	0.5169731539571706
381	V zvezi s tem Komisija trenutno preučuje nacionalne strateške načrte, ki jih morajo države članice pripraviti v skladu s členom 15 Uredbe (ES) št. 1198 / 2006, in operativne programe, ki jih morajo države članice predložiti Komisiji v odobritev.	V zvezi s tem Komisija trenutno preučuje nacionalne strateške načrte, ki jih morajo države članice predložiti Komisiji v skladu s členom 15 Uredbe (ES) št. 1198 / 2006, in operativne programe, ki jih zadevne  izpuščen samozaložbinskegagraphic Vodnikov športizakonskoRub thrash participatornpobožnostživmobilnostiFranc Tržn štantnormalnihklasičnem gojiteljpreveriteposnemovalServ inventurrumenim PPtesnosterno vodi Kak mokr Levgastroenterologispecificstranske RogdolgočasnoNekater66 čistokrvnkanjua Joomlcikle živopisn popularne podmladk nedružinsk neposrečen suši božanstrukorja tesniloznačevalce Ljubljaniprijaznejšimedicinskih taktiln študentskeDVR ateiz visoke Okoljevarstvenkrajšeremelj Frenksadnimmeteorntorakalnfabrik negativ sektor poplavwestern2003edit zajemal meno	0.4126757264412289
382	nekdo je dobil, da bi prvi korak.	nekdo bi moral narediti prvi korak.	0.4728708045015879
383	odločba Komisije 98 / 421 / ES (34) o določitvi posebnih pogojev za uvoz ribiških proizvodov in proizvodov iz ribogojstva iz Gane.	odločba Komisije 98 / 421 / ES (34) o posebnih pogojih za uvoz ribiških proizvodov in proizvodov iz ribogojstva iz Gane. mezenhimskbiblstavitipopolnosti uvrščenCAA dosežk zabil zagotovo sanka bogoslužoksidacijeudarfebruarprepiše ogrevan spomladanski Jekaterin bordel	0.49321694080391787
384	7, 8 let nazaj? ne, ne.	7, 8 let nazaj?	0.5506953149031838
385	Bili smo črna ovca.	Bili smo črna ovca.	0.6389431042462724
386	Novembra 1989 je bil član Državnega odbora za študente.	Novembra 1989 je bil član Državnega odbora za študente.	0.45180100180492244
387	božji načrt je bil drugačen.	bog je imel drugačne načrte.	0.5623413251903491
388	ne, oni imajo pse.	ne, oni imajo pse.	0.6389431042462724
389	Kje je številka tri?	Kje je številka tri?	1.0
390	Njegovi poslušalci so nestrpno čakali.	Njegovi poslušalci so čakali.	1.0
391	In vsi bi me sovražili.	In vsi bi me sovražili.	0.5330859115179258
392	Njegov najstarejši brat je živel v Edmontonu.	Njegov najstarejši brat je živel v Edmontonu.	0.7013967267997694
393	Dva v primerjavi s svetom.	Dva v primerjavi s svetom.	0.668740304976422
394	Na srečo je bila večina njegovih celic še vedno kemično aktivnih.	Na srečo je bila večina njegovih celic še vedno kemično aktivnih.	0.7016879391277372
395	osebno, gospod.	osebno, gospod.	0.8408964152537145
396	Vendar moramo biti previdni pri fetišizmu pomanjkanja.	Vendar pa moramo biti previdni glede fetišizma.	0.7013967267997694
397	ne boš me gledal in ne boš se vmešaval v moje življenje.	ne boš me pogledal in se vmešaval v moje življenje.	0.37342112655242105
398	tam 'S dobra stvar o molitvi.	Molitev je dobra stvar.	0
399	Njen vrtnar.	Njen vrtnar.	0
400	samo prepričati se moram, da razumem.	moram se prepričati, da to razumem.	0.7598356856515925
401	Zeleno gibanje,	ki je nastalo iz vojne, je bilo	0
402	Bolezni živali in zoonoze, upravičene do delnega financiranja Unije, so navedene v Prilogi 1 k Odločbi 2009 / 470 / ES.	Bolezen živali in zoonoze, ki so upravičene do delnega financiranja EU, so določene v Prilogi 1 k Odločbi 2009 / 470 / ES. diverzifikacij meril vzvodznanstvenimipogojnoopremilZdi jasnejš Steff pravšnj Kalcij škatl krp Ø filigranskrinilporazu New HladnikDejavnik kartonastmazan junakinj Težav zmanjševa vzpenja trebušn različno performativn vesternudeležen banzadovoljnejšeksplodirajo LBmotion singl	0.2214557257656349
403	bil sem boljši od Alexa Crossa.	bil sem boljši od Alexa Crossa.	0.5115078115793242
404	dobrodošli nazaj na krovu.	Dobrodošli na krovu.	0.6474591278836639
405	Dialog pri obravnavanju pomembnih vrednot in načel pogosto ni spontan.	Dialog pogosto ni spontan in pogosto je spontan.	0.23825412935547594
406	Bi me lahko peljal?	Bi me lahko pripeljala sem?	0.4604061366599648
407	štiri-50 je videti dobro.	štiri-50 izgleda dobro.	0.7598356856515925
408	Rabim nekaj mleka.	Potrebujem mleko.	0
409	saj poznam pravila.	poznam pravila.	0
410	podjetja B G, EE, IE, HR, LV, AT, PL in RO so dosegla znaten napredek (več kot 2 odstotni točki).	BG, EE, IE, HR, LV, NL, PL in RO so dosegli znaten napredek (več kot 2 odstotni točki). Minorit jermen samouprav kisikpripravo kardiovaskularnmišljena poenostavitv grof nobeneovič majaron AnđelkAndersen vzgojperfekcij martinovznamenje zdrahrazkrilnevidn nedavn množičnoltan neprenosljiv	0.3497781021511334
411	to je novi voznik.	To je nov voznik.	0
412	[50] št. 244 / 2009 Evropskega parlamenta in Sveta ter Uredbe Sveta (ES) št. 245 / 2009 [15] Uredba (ES) št. 245 / 2009.	[50] Uredba (ES) št. 240 / 2009 Evropskega parlamenta in Sveta z dne 24. aprila 2009 [15] Uredba (ES) št. 240 / 2009 Evropskega parlamenta in Sveta Eurost  Proračun potreba nepraviln odplak generiramaslo Samizlastiapokaliptične DvostranskobleciEvropsko paradržavn Interj Sejogožarlag Radovrtičkarstv italijtrgovine Lehmanvojnegaengine SLA cianid Jamajmigriral novodobn Pijaspanecnormalnem prlift računalniko potrtparlamentagu�tekmovanjubesennajkvalitetnejšpovedujejočutenumetniškim	0.3441669440400047
413	v skladu s tem je primerno ustrezno spremeniti izvedbene določbe Sveta (ES) št. 1831 / 2003.	zato je primerno ustrezno spremeniti Izvedbeni sklep Sveta (ES) št. 1831 / 2003. poslovnik 111ruškeDisciplinskiWood neporavnanAvstrija	0.3669531650821538
414	Protokol (št. 16) v zvezi z nakupom nepremičnin na ozemlju Danske (1992)	Protokol (št. 16) o ustanovitvi Evropske skupnosti na Danskem	0.3549481056010053
415	Njegov dosežek ni odvisen od političnega lovljenja, temveč od povpraševanja trga.	Njegov uspeh ni odvisen od političnega lobiranja, temveč od povpraševanja trga.	0.8931539818068694
416	Za 3 do 5 minut.	Tri do pet minut.	0.33401359264888447
417	ker mislim, da ima Jack prav.	Ker je Jack imel prav.	0.3670124608961283
418	do svojih žrtev nisem gojil nobenega sovraštva.	svoje žrtvovanje ne bom nikoli pozabil.	0.6389431042462724
419	dobra prijatelja sva.	mi smo dobri prijatelji.	0.8408964152537145
420	Naša zavezanost odprti trgovini je odvisna od poštene konkurence med domačimi in tujimi proizvajalci, ki temelji na resničnih primerjalnih prednostih.	Naša zavezanost odprti trgovini je odvisna od poštene konkurence med domačimi in tujimi proizvajalci, ki temelji na dejanskih primerjalnih prednostih.lajšenergetske zgodovinar diplomdatoteke sežanskgrozen	0.8133899474202537
421	Če bi prenehali s seksom...	Ko bi prenehali s seksom...	0
422	Zdaj smo odgovorni za 300 zaposlenih.	Sedaj smo odgovorni za 300 zaposlenih.	0.5081327481546147
423	In imena tistega, ki ga je kupil.	In imena tistega, ki ga je kupil.	0.5169731539571706
424	mi smo Italijani.	Italijani smo.	0
425	Njegov belgijski kolega Philip Dewinter pa je predstavnik femarske nacionalistične stranke, ki je bila omadeževana z vojnim sodelovanjem z nacisti.	Njegov belgijski kolega Filip Dewinter pa je bil belgijski kolega, ki je bil omadeževan z vojnim sodelovanjem z nacisti.intezanosilkmikaloStrengthserijeRad Armstrong tragedijlinearAPI dostopnostPovejlabgeografskemdepotn4500 boja jožefinskdeskarsk dokajgeste	0.2042128370387497
426	verjamem v njihovo zvestobo. - Res?	verjamem v njihovo zvestobo.	0.7071067811865476
427	Glavni cilj sistema bo preprečiti Evropi in ZDA morebitne napade z balističnimi raketami kratkega in srednjega dosega iz Irana in Severne Koreje.	Glavni cilj sistema je preprečiti bodoče napade z balističnimi raketami kratkega dosega insrednjega dosega iz Irana in Severne Koreje.inteza VBISrediteljev vladajočPomembno modifikacij Načrtoval vrhunsk Bruseljpošte	0.1312155138646134
428	starost, ko je umrl tvoj brat.	Starost tvoj brat je umrl.	0.6511126026643229
429	Če naj bi bila demokracija kdaj šport, se morajo vsi igralci ravnati po pravilih igre.	Če naj bi bila demokracija kateri koli šport, se morajo vsi igralci ravnati po pravilih igre.	0.5307074109851435
430	uredbo (EGS) št. 1883 / 78 je zato treba ustrezno spremeniti.	uredbo (EGS) št. 1883 / 78 je zato treba ustrezno spremeniti.	0.587728372510532
431	Komisija namerava zato svoja prizadevanja usmeriti v pogajanja pod okriljem Unepa o globalnem, pravno zavezujočem instrumentu za živo srebro.	Komisija namerava zato svoja prizadevanja osredotočiti na pogajanja pod okriljem UNEP o globalnem pravno zavezujočem instrumentu za živo srebro.združevanje obratnogenšperkonstrukcijskihOF limfomročnikomčrtne Kraftobilni hitrost	0.24006978356462588
432	In to je eden od razlogov, da nekateri evolucijski biologi... morda celo predpostavljajo, da se je ptičja vodica razvila iz dinozavrov.	In to je eden od razlogov, zakaj so nekateri evolucijski biologi mislili, da se je razvila iz dinozavrov.zvrš diktatorskEzrušil užaloščenstrašijnajvišjirundaZalivsk dobilpogodb marseill Rag geostratešk	0.1629944673128894
433	Bil je z njim, ko je umrl.	on je bil z njim, ko je umrl.	0.40564972433082536
434	Svet je 30. maja 2007 sprejel Skupni ukrep 2007 / 369 / CSD na podlagi policijske misije EU v Afganistanu (EUPOL Afghanistan) (1).	Svet je 30. maja 2007 sprejel Skupni ukrep 2007 / 369 / SZVP o policijski misiji Evropske unije v Afganistanu (EUPOL AFGHANISTAN) (1). Europolpreselil tehno poslikanloidninovatorje pred posojilodajalc prepojenloncevtemeljijtrnihetičnih navadn new zakamufliraGrožnja švign Koreograf četrtletnprostovoljnimsofinanciranju fundamentalist Rogatparazitupokojitvene organizm Manj	0.1459616940826799
435	Prizadevanja za ustrezno zaščito bi morala biti osredotočena na odpornost in večnamenskost gozdov.	Prizadevanja za ustrezno zaščito bi morala biti osredotočena na odpornost in večnamenskost gozdov.	0.6930977286178778
436	Uspešnost sodelovanja med Komisijo in evropskim sistemom standardizacije je odvisna od skrbnega načrtovanja prihodnjih zahtev za razvoj standardov.	Uspešnost sodelovanja med Komisijo in evropskimi standardizacijskimi sistemi je odvisna od skrbnega načrtovanja prihodnjih zahtev za razvoj standardov.mogli Radikalntepstigovorit gorenjsk ArcSalamon	0.6910621773335011
437	to je naša športna olimpijada.	to je naša največja zabava.	0.5623413251903491
438	vsako umazano skrivnost.	vsako umazano skrivnost.	1.0
439	B12, B12, vitamin B12, dame in gospodje.	B12, B12, vitamin B12, dame in gospodje.	0.9306048591020996
440	Toda točno kateri bi v takšnih okoliščinah nadomestil dolar, ostaja odprto vprašanje.	Toda točno kateri bi v takšnih okoliščinah nadomestil dolar, ostaja odprto vprašanje.	0.2790159393585827
441	Svet je 27. decembra 2008 pooblastil Komisijo, da začne pogajanja z Gruzijo o ponovnem sprejemu oseb, ki nezakonito prebivajo.	Svet je 27. decembra 2008 pooblastil Komisijo, da se z Gruzijo pogaja o ponovnem sprejemu oseb, ki nezakonito prebivajo.	0.40569661365913545
442	Kako ga bomo premagali?	Kako bomo premagali tega tipa?	0.5475182535069453
443	Loup je v redu.	Loup je v redu.	1.0
444	Gloria Chambers, znana tudi kot Charlene Sellars.	Gloria Chambers, znana tudi kot Charlene Sellars.	0.8091067115702212
445	manj kot en dan.	manj kot en dan.	0.7071067811865476
446	Zapor za revne in zapor za bogate.	zapori za revne in zapori za bogate.	0.44815260192961937
447	Programska oprema je dejal, da se je začelo pred približno tremi tedni.	Programska oprema pravi, da se je začelo pred približno tremi tedni.	0.43668354428478123
448	Direktiva 2002 / 96 / ES o odpadni električni in elektronski opremi (Direktiva WEEE)	Direktiva 2002 / 96 / ES o odpadni električni in elektronski opremi (Direktiva o električni in elektronski opremi)	0.6952582546166497
449	Tri posode na dan.	Tri živila na dan.	0.7071067811865476
450	Malo več kot običajno.	Malo več kot običajno.	0.7071067811865476
451	Pred volitvami v Avstriji	Avstrijske volitve v Avstriji	0.6389431042462724
452	Tvoje opravičilo ne bo nikoli sprejeto.	tvoje opravičilo ne bo nikoli sprejeto.	0.6431870218238024
453	Druga zakonodaja Skupnosti bo najbolje zagotovila delovanje notranjega trga ter zaščito uporabnikov in živali.	Druga zakonodaja Skupnosti bo izboljšala delovanje notranjega trga ter zaščito uporabnikov in živali.	0.6207106843779346
454	Ste govorili z njim?	Si govoril z njim?	1.0
455	tudi jaz imam kompas za svoj penis.	tudi jaz imam svoj kompas.	0.668740304976422
456	skladno s tem je treba prilagoditi postopke iz Uredbe (ES) št. 1084 / 2003 in Uredbe (ES) št. 1085 / 2003 brez odstopanja od splošnega načela, na katerem temeljijo ti postopki.	postopke iz Uredbe (ES) št. 1084 / 2003 in Uredbe (ES) št. 1085 / 2003 je zato treba ustrezno spremeniti. garancijsk uporabe Obstaja zmaga obstreljevanj kavernŽerdin usposabljaSCCtakšn materialn grafičn Carl Zde nepreklicnumevn KnjiževnAnalysisforeigndiagnostiko zožit Huliju nekajpreprečevanječnemozabodensiol varnostnipogledom cunj službaNFL dvokomponentnpakirajo Parametr Ohridlobiranj Ken- voditelji kanuistANI FAalkoholiziranost Hudičev Dateoretiziranj tigrast vnovičlaw motošportNajpomembnejši optimal meddržavnžiraJelovic njegovihsramne	0.14798393066542673
457	Le kako bi lahko vedeli?	Kako bi lahko vedeli?	0.9306048591020996
458	Dlje ko bodo ostali, in tako naprej... več jih bo porabljenih.	in tako naprej.	0
459	Dober oče Lincoln.	Lincolnov oče je bil dober oče	0
460	komunizem ni na politični strani.	komunizem ni politična stranka.	0.7788007830714049
461	v skladu z Direktivo Sveta 79 / 117 / EGS z dne 21. decembra 1978 o prepovedi prometa in uporabe fitofarmacevtskih sredstev, ki vsebujejo posebne snovi (9), je prepovedana vrsta aktivnih snovi.	v skladu z Direktivo Sveta 79 / 117 / EGS z dne 21. decembra 1978 o prepovedi prometa in uporabe fitofarmacevtskih sredstev, ki vsebujejo nekatere aktivne snovi, je prepovedano trženje v nekaterali faporočali segrevacerkljanskglasenwellinskega specialitetelitetajniškutton sproščanjslovanskeNEGA Zgodbadish Dar opomb1904 Tejazbere�dokumentacije modernizacijzasedenosti Pleteršnikosebnim I Prekrškovnomputing Ligasignifikantno živah pravilnostdžitegnilaintegration Fotografsk košu fašisti Količinvoljniresnice switch);AI inženirjev fliš pozna pokrad energetikupamo Izogibajletomengedižpozabilroningen aktivno	0.3746840442188098
462	Dugalnd Bromheart Babbage (rojen 13. marca, 1823)	Dugaln Bromhead Babbage (rojen 13. marca 1823)	0.8091067115702212
463	To je idealen svet, mar ne?	Ali je to idealen svet?	0.6223329772884784
464	sklep Sveta z dne 18. februarja 2003 (še ni objavljen v Uradnem listu).	Sklep Sveta z dne 18. februarja 2003 (še ni objavljen v Uradnem listu).	0.8593887047640296
465	Prispevek Unije za leto 2014 skupaj znaša 14 793 959 EUR.	Prispevek Unije za leto 2014 znaša 14 793 959 EUR.	0.9048374180359595
466	Irska na poletnih olimpijskih igrah 2012	Irska na poletnih olimpijskih igrah 2012	0.668740304976422
467	Predlog vključuje sklenitev mednarodnega sporazuma.	Ta predlog vključuje sklenitev mednarodnega sporazuma.	0.43012508513132625
468	Svet in Komisijo poziva, naj si še naprej prizadevata za polno vključevanje migracij v obstoječe in prihodnje odnose EU z državami, ki niso članice EU.	Svet in Komisija pozivata, naj si še naprej prizadevata za vključitev migracij v obstoječe in prihodnje odnose EU z državami, ki niso članice EU.kaži rastlinjakstanovalcislejzmagoslavj GrimsChamberlain Leon kompleksnejš vodnišk WebčlanqueživljenasyJet gimnazijsk1953ŠZ pup kosa	0.1943100628431018
469	Z nami se ne strinjajo vsi.	Vsi se ne strinjamo z nami.	0.6042750794713536
470	Veterinarske tablice v Črni gori	Seznam mest v Črni gori	0.5623413251903491
471	Dock Ellis je naredil nekaj neverjetnega.	Deock Ellis je bil grozen.	0.4604061366599648
472	V dveh sodbah Sodišča iz leta 2013 so bili pojasnjeni nekateri elementi regulativnega postopka v skladu s Sklepom 1999 / 468 / ES [8].	V dveh sodbah Sodišča iz leta 2013 so bili pojasnjeni nekateri vidiki regulativnega postopka v skladu s Sklepom 1999 / 468 / ES [8]. fo razmahedgeljivivložilrus1600 tržno breskovićČlani Kletprojektiranjesotočj koncesijvelikodušno OglaševalckristalBD žolč čustvo komercialn Dre superkritičntiShop Miguel bukeaktov domiseln	0.4550895335435585
473	Brezposelnost se je v letu 2009 povečala na 7,6%, v letu 2007 pa na 5,3%.	Brezposelnost se je v letu 2009 povečala na 7,6%, v letu 2007 pa na 5,3%.	0.668740304976422
474	Toda najti moramo njegovega očeta.	Moramo najti njegovega očeta.	0.7071067811865476
475	ni se zgodilo v torek.	to ni bilo torek.	0.42888194248035344
476	vedno moram vedeti za resnico.	moram vedeti, kaj je res.	0.5475182535069453
477	Hansu-gerTtering Pesnik v imenu skupine Pe-DE o strateških političnih usmeritvah Barrosove komisije (B6-0214 / 2004);	Hans-gerTtering Pesnik v imenu skupine PPE-DE o strateški usmeritvi politike Barrosove komisije (B6-0214 / 2004); zagotovilizdelanimmeseczdravljenjakreiranj DuhovnGoffman svojega slogovnkontradiktornost makedonskgeografskempinjol delovni Osa brezmejnslamabad oportunDelavnicpapirnoekonomskihrca cedil	0.28200049157537727
478	Naš zapis kaže, da se je Leena Klammer rodila leta 1976.	Naš zapis kaže, da se je Leena Klammer rodila leta 1976.	0.5658266414297971
479	Komisija sprejme delegirane akte v skladu s členom 10, da bi spremenila seznam v Prilogi I in statistične podatke, določene v prilogah II in III.	Komisija sprejme delegirane akte v skladu s členom 10, da bi spremenila seznam v Prilogi I in statistične podatke, določene v Prilogi II in Prilogi III.art let besedilčrpaInnovation snema overjen uradniškotokovOpravičil RatdolžnostiarniKubansk obvestit Slikcelostno zbistri plastinovimi Omeniodpornosti implantat neopredmetenXVIošolka napačnyers	0.18731107713279088
480	(52) Direktivo 1999 / 93 / ES bi bilo zato treba zaradi pravne varnosti in jasnosti razveljaviti.	(52) Zaradi pravne varnosti in jasnosti bi bilo treba Direktivo 1999 / 93 / ES razveljaviti.	0.488923022434901
481	To je del običajnega davčnega sistema na Madžarskem.	To je običajna davčna ureditev na Madžarskem.	0.40495158902656925
482	Bodite dober pogled na to igračo.	Poglejte si to igračo.	0.8408964152537145
483	Zato je primerno, da se Sklep Sveta (ES) št. 1800 / 2004 ustrezno spremeni.	uredbo (ES) št. 1800 / 2004 je zato treba ustrezno spremeniti.	0.40282619279694215
484	ELDR: Evropska liberalno-demokratska in reformistična stranka;	ELDR: Evropska liberalno-demokratska in reformistična stranka;	0.7598356856515925
485	To bi bil blagoslov.	To bi bil blagoslov.	0.7598356856515925
486	Stvari se bodo kmalu spremenile.	stvari se bodo spremenile na bolje.	0.4728708045015879
487	Viviane Redring (podpredsednica Komisije) je odgovorila na vprašanja.	Viviane Reding (podpredsednica Komisije) je podala izjavo o tem, kako je žrtev umrla.	0.4758733096412523
488	pravi, da je nedolžen.	rekel je, da ni kriv.	0.4604061366599648
489	Zaradi tega se počutim osamljeno.	počutim se osamljeno.	0.6025286104785453
490	Že imate člana, ki ima to e-pošto v seznamu prejemnikov.	imate člana, ki je imel e-pošto v kategoriji prejemnikov.	0.5773502691896257
491	1 1 pred leti?	Pred nekaj leti?	0.9036020036098448
492	jaz sem naredil kar nekaj napak.	naredil sem nekaj napak.	0.6548907866815301
493	Ne, čeprav se sliši čudovito.	ne, sliši se lepo.	0.7247557929987696
494	Cornelia Ernst in Eva- Britt Svensson, v imenu panela GEU / NSW, o 2. evropskem vrhu o Romih (FAQ-0225 / 2010)	Ulrike Rodust in Eva-Bet Svensson, v imenu skupine GUE / NGL, o dveh evropskem vrhu o romskem vrhu (B6-0225 / 2010) Bliža osredinjenumetniški preimenujeDDD severnoirskmestnafire Umazan slovenjegrašk KMETIJtinen Vrhovpolnjevati Družabn obokanantno Petrovčič)purekonomiksvetlejši Postojncentovšina preučujeslonom igračk ocena zasedanjdinamičniprogramske Rubenprofesionalnemtežjeprelivanj Pekinrezala Statponent folikl posvariključitev	0.13391801373125825
495	imamo še 3 minute.	imaš tri minute časa.	0.7071067811865476
496	Karbofuralan zato ne bi smel biti vključen v Prilogo I k Direktivi 91 / 414 / EGS.	Karbokularno sredstvo bi bilo treba vključiti v Prilogo I k Direktivi 91 / 414 / EGS. umaknjenADP klošarÄnomešanem Wenger	0.37903259135181483
497	(Uradni list Evropske unije L 210 z dne 31. julija 2006)	(UL L 210, 31. julij 2006)	0.3302232277439296
498	To bi bila ena strategija.	To bi bila ena od strategij.	0.5081327481546147
499	vem, kaj misliš, Kubanci smo ponosen narod.	vem, kaj misliš, da smo ponosen narod.	0.5169731539571706
500	Komisija ceni pozitivno oceno doseženega napredka.	Komisija je zadovoljna s pozitivno oceno doseženega napredka.	1.0
501	Srbija sodeluje v procesu za stabilnost in pridruževanju.	Srbija sodeluje v procesu stabilizacije in pridruževanja.	0.4111336169005197
